City,Year,Shell,Volume,Mileage,Transmission,Rudder,Color,Gear,CustomsCleared,Type Engine,Price,Company,Model
Жезказган,1993,седан,2.0,400000,механика,слева,,задний привод,Да,бензин,1400000,BMW,320
Уральск,2016,седан,1.4,200000,механика,слева,белый,,Нет,бензин,1500000,Kia,Rio
Алматы,2015,внедорожник,3.0,97350,автомат,слева,белый,полный привод,Да,бензин,21500000,Mercedes-Benz,GL 400
Нур-Султан (Астана),2011,седан,3.0,107000,автомат,слева,черный,полный привод,Да,бензин,10500000,Audi,A7
Шымкент,2014,седан,1.6,119500,механика,слева,белый,передний привод,Да,газ-бензин,2300000,ВАЗ (Lada),2190 (седан)
Атырау,2017,кроссовер,2.0,75000,автомат,слева,серый металлик,полный привод,Да,бензин,10500000,Mazda,CX-5
Нур-Султан (Астана),2014,седан,1.6,109500,типтроник,слева,черный металлик,передний привод,Да,бензин,4300000,Hyundai,Accent
Кызылорда,2014,седан,2.5,130000,автомат,слева,белый,,Да,бензин,8750000,Toyota,Camry
Атырау,2002,седан,2.4,160000,автомат,слева,черный,передний привод,Нет,бензин,3000000,Toyota,Camry
Алматы,2012,внедорожник,5.7,134000,автомат,слева,черный металлик,полный привод,Да,газ-бензин,22000000,Lexus,LX 570
Актобе,2005,минивэн,3.0,130000,автомат,справа,черный,полный привод,Нет,бензин,3500000,Toyota,Estima
Алматы,2013,седан,4.7,78125,автомат,слева,черный металлик,полный привод,Да,бензин,21850000,Mercedes-Benz,S 500
Нур-Султан (Астана),2013,седан,3.0,90000,автомат,слева,,задний привод,Да,бензин,10400000,Mercedes-Benz,E 300
Нур-Султан (Астана),2010,седан,2.0,108000,робот,слева,,передний привод,Да,бензин,4300000,Volkswagen,Passat CC
Нур-Султан (Астана),2012,седан,2.5,267000,автомат,слева,серебристый,передний привод,Да,бензин,8200000,Toyota,Camry
Нур-Султан (Астана),2010,кроссовер,2.5,160000,вариатор,слева,серый,полный привод,Да,бензин,6000000,Nissan,X-Trail
Нур-Султан (Астана),2013,седан,1.6,84000,автомат,слева,,передний привод,Да,бензин,5100000,Hyundai,Elantra
Нур-Султан (Астана),2007,кроссовер,3.5,279000,автомат,слева,,полный привод,Да,бензин,7400000,Lexus,RX 350
Алматы,1994,хэтчбек,2.0,368000,автомат,слева,серый,,Да,бензин,1600000,Volkswagen,Golf
Алматы,2013,хэтчбек,1.6,105000,механика,слева,синий металлик,передний привод,Да,газ-бензин,1800000,ВАЗ (Lada),2109 (хэтчбек)
Кокшетау,2018,внедорожник,1.7,768,механика,слева,черный,полный привод,Да,бензин,4350000,ВАЗ (Lada),2131 (5-ти дверный)
Риддер,2007,кроссовер,2.0,140000,вариатор,слева,золотистый металлик,полный привод,Да,бензин,5000000,Nissan,Qashqai
Нур-Султан (Астана),2008,внедорожник,3.6,156000,автомат,слева,белый,полный привод,Да,бензин,6900000,Porsche,Cayenne
Уральск,2009,хэтчбек,1.6,52121,механика,слева,серебристый металлик,передний привод,Нет,бензин,1150000,ВАЗ (Lada),2172 (хэтчбек)
Алматы,1997,внедорожник,3.0,352000,автомат,слева,синий,полный привод,Да,газ-бензин,3700000,Mitsubishi,Pajero
Алматы,2014,седан,1.6,129000,автомат,слева,серый,передний привод,Да,бензин,4250000,Hyundai,Accent
Нур-Султан (Астана),1999,седан,2.8,333333,автомат,слева,синий металлик,передний привод,Да,бензин,2000000,Volvo,S80
Нур-Султан (Астана),2020,универсал,1.6,9000,механика,слева,черный,передний привод,Да,бензин,5500000,ВАЗ (Lada),Largus Cross
Тимирязево,2007,хэтчбек,1.0,150000,механика,слева,золотистый металлик,передний привод,Нет,бензин,1650000,Opel,Corsa
Кызылорда,2000,седан,1.6,123456,механика,слева,серебристый металлик,,Да,бензин,2000000,Volkswagen,Passat
Усть-Каменогорск,2018,седан,1.6,36000,автомат,слева,белый,передний привод,Да,бензин,8100000,Toyota,Corolla
Нур-Султан (Астана),2016,кроссовер,2.0,58000,автомат,слева,коричневый металлик,полный привод,Да,бензин,11500000,BMW,X1
Нур-Султан (Астана),2016,седан,1.6,98000,механика,слева,белый,передний привод,Да,бензин,4500000,Volkswagen,Polo
Талдыкорган,2009,микроавтобус,2.2,250000,механика,слева,белый металлик,задний привод,Да,дизель,6500000,Mercedes-Benz,Sprinter
Алматы,2013,пикап,5.7,88513,автомат,слева,белый,полный привод,Да,бензин,21000000,Toyota,Tundra
Костанай,2008,хэтчбек,1.6,150000,автомат,слева,черный металлик,передний привод,Нет,бензин,1830000,Chevrolet,Lacetti
Шымкент,2008,седан,1.5,226000,механика,слева,бордовый,передний привод,Нет,газ-бензин,800000,Daewoo,Nexia
